DATA_MC|KOD_WOJ|WOJEWODZTWO|PLEC|WIEK|LICZBA
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|28|13
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|54|1
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|44|1
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|20|80
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|26|10
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|17|2
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|41|1
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|22|24
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|30|10
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|36|7
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|47|1
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|35|4
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|25|16
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|34|8
2021-02|32|WOJ. ZACHODNIOPOMORSKIE|M|51|1
